Account,Parcel Number,Reception,Sale Date,Sale Price,Situs Address,Location,Architectural Style,Year Built,Bedrooms,Baths,Heated Area,Legal
R044427,239308205042,871744,12/22/2015,"$591,000",,CARBONDALE,ONE STORY WITH BASEMENT,2015,4,3.5,2442,"Section: 7 Township: 7 Range: 88 Subdivision: PINYON MESA PUD, FLG 1 Lot: 42"
R011758,239336215036,859340,2/18/2015,"$473,241",000108 SURREY ST,CARBONDALE,ONE STORY,1979,3,2,2454,Section: 36 Township: 7 Range: 88 Subdivision: RANCH AT ROARING FORK #4 Lot: 36 FLG. 3
R011758,239336215036,869743,10/20/2015,"$442,500",000108 SURREY ST,CARBONDALE,ONE STORY,1979,3,2,2454,Section: 36 Township: 7 Range: 88 Subdivision: RANCH AT ROARING FORK #4 Lot: 36 FLG. 3
R005858,239329416003,854439,9/22/2014,"$605,000",000262 MIDLAND POINT RD,CARBONDALE,TWO STORY,2004,4,3.5,2467,Section: 29 Township: 7 Range: 88 Subdivision: MIDLAND POINT SUB. Lot: M-3
R580423,246303109058,866317,8/3/2015,"$790,000",000214 HOLLAND THOMPSON DR,CARBONDALE,TWO STORY,2000,4,3.5,2476,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH III Block: F Lot: 58
R111877,239327402001,871736,12/22/2015,"$684,000",000018 LOS ADOBES DR,CARBONDALE,ONE STORY WITH BASEMENT,2001,3,2.5,2482,Section: 27 Township: 7 Range: 88 Subdivision: LOS ADOBES SUB. Lot: 1
R044419,239308205034,863999,6/11/2015,"$640,000",101 CLIFFROSE WAY,CARBONDALE,TWO STORY,2014,3,2.5,2498,"Section: 7 Township: 7 Range: 88 Subdivision: PINYON MESA PUD, FLG 1 Lot: 34"
R006278,239131217016,877835,5/31/2016,"$650,000",000062 CORRAL DR,CARBONDALE,ONE STORY,2001,3,3.5,2500,Section: 31 Township: 7 Range: 87 Subdivision: ASPEN EQUESTRIAN ESTATES SUB-DIV Lot: C5
R009936,239319112017,869467,10/19/2015,"$765,000",0238 SUNDANCE TRL,CARBONDALE,ONE STORY,2013,3,2.75,2502,Section: 19 Township: 7 Range: 88 Subdivision: ASPEN GLEN FLG #4 Lot: SD-17 SUN DANCE.
R112074,239311300384,877839,5/25/2016,"$585,000",002370 112 COUNTY RD,CARBONDALE,ONE STORY WITH BASEMENT,1997,3,2.7,2506,Section: 11 Township: 7 Range: 88 A TR IN LOT 7. AKA LOT 2 BAHARAV EXEMPTION.
R005098,239319208017,856052,11/14/2014,"$675,000",000353 GOLDEN BEAR DR,CARBONDALE,ONE WITH HALF STORY,2000,3,2.5,2523,Section: 19 Township: 7 Range: 88 Subdivision: FAIRWAYS AT ASPEN GLEN Lot: 17
R580013,239334223010,851727,7/21/2014,"$567,000",000630 SURREY RD,CARBONDALE,BI LEVEL,1989,3,2.5,2524,Section: 34 Township: 7 Range: 88 Subdivision: ROARING FORK VLG SUB AMEND #2 Block: 1 Lot: 10
R111448,239117101058,858098,1/6/2015,"$495,000",000412 BUCK POINT RD,CARBONDALE,ONE STORY WITH BASEMENT,1998,3,3.5,2536,Section: 17 Township: 7 Range: 87 Subdivision: PANORAMA RANCHES 1ST AMENDED HOMESTEAD 12
R044410,239308205025,875347,3/29/2016,"$635,000",44 SAGE MEADOW RD,CARBONDALE,TWO STORY,2015,3,2.5,2542,"Section: 7 Township: 7 Range: 88 Subdivision: PINYON MESA PUD, FLG 1 Lot: 25"
R580420,246303109055,853461,9/10/2014,"$675,000",000202 HOLLAND THOMPSON DR,CARBONDALE,TWO STORY,1998,4,3.5,2552,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH III Block: F Lot: 55
R011426,239130401008,865921,7/23/2015,"$560,000",000318 LIONS RIDGE RD,CARBONDALE,ONE WITH HALF STORY,1982,5,4.5,2560,Section: 30 Township: 7 Range: 87 Subdivision: LION'S RIDGE EST. Lot: 8
R590024,239328414010,863391,5/18/2015,"$620,000",000797 LATIGO CT,CARBONDALE,TWO STORY,1994,4,3,2560,Section: 28 Township: 7 Range: 88 Subdivision: ROARING FORK VILLAGE FILNG #3 Lot: 10
R580409,246303209044,857418,12/19/2014,"$640,000",000345 LAMPRECHT DR,CARBONDALE,TWO STORY,1998,4,3.5,2632,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH III Block: F Lot: 44
R009731,239131120005,857860,12/31/2014,"$700,000",000063 PINON LN,CARBONDALE,MODULAR UBC IRC,2010,4,3,2651,Section: 31 Township: 7 Range: 87 Subdivision: BLUE CREEK RANCH Lot: 5
R007232,239305208044,853370,9/3/2014,"$625,000",245 WOODRUFF RD,CARBONDALE,TWO STORY,2007,3,2.5,2693,"Section: 5 Township: 7 Range: 88 Subdivision: ELK SPRINGS, LOS AMIGOS FLG 6 Lot: 44"
R111527,239313401003,879111,6/30/2016,"$910,000",000003 REDWING LN,CARBONDALE,TWO STORY,1993,4,2.5,2696,Section: 13 Township: 7 Range: 88 Subdivision: HAWK RIDGE SUBDIVISION Lot: 3 ALSO A TR OF LAND CONT .262 AC AS DESC IN REC 601964.
R006265,239131217003,857638,12/22/2014,"$720,000",000046 EQUESTRIAN WAY,CARBONDALE,ONE STORY,2001,3,3.5,2712,Section: 31 Township: 7 Range: 87 Subdivision: ASPEN EQUESTRIAN ESTATES SUB-DIV Lot: B3
R006265,239131217003,876068,4/14/2016,"$740,000",000046 EQUESTRIAN WAY,CARBONDALE,ONE STORY,2001,3,3.5,2712,Section: 31 Township: 7 Range: 87 Subdivision: ASPEN EQUESTRIAN ESTATES SUB-DIV Lot: B3
R590095,239333421029,863686,6/3/2015,"$715,000",000315 OAK RUN RD,CARBONDALE,TWO STORY,1992,4,2.75,2735,Section: 33 Township: 7 Range: 88 Subdivision: CRYSTAL ACRES P.U.D. SUBD Lot: 29
R580359,246303211007,859477,2/20/2015,"$670,000",000116 PIONEER CT,CARBONDALE,TWO STORY,1999,3,3.5,2742.8,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH III Block: A Lot: 7
R340700,239334200035,875380,3/28/2016,"$490,000",000442 N 8TH ST,CARBONDALE,ONE STORY WITH BASEMENT,1968,4,2,2748,Section: 34 Township: 7 Range: 88 TR IN LOT 5
R011416,239121301006,867025,8/19/2015,"$515,000",000317 KINGS ROW AVE,CARBONDALE,ONE STORY WITH BASEMENT,1979,3,3,2760,Section: 21 Township: 7 Range: 87 FLG # 2 Subdivision: KINGS ROW SUB. 1ST. Lot: 6
R830105,239320301016,852921,8/4/2014,"$630,000",000042 BUFFALO LN,CARBONDALE,ONE STORY,1997,3,4,2826,Section: 20 Township: 7 Range: 88 Subdivision: ASPEN GLEN FLG 1 Lot: E-16
R007219,239305308031,866200,7/30/2015,"$628,900",000867 ELK SPRINGS DR,CARBONDALE,ONE STORY,2005,4,2.75,2828,"Section: 5 Township: 7 Range: 88 Subdivision: ELK SPRINGS, LOS AMIGOS FLG 6 Lot: 31"
R112014,239323100373,877759,5/27/2016,"$987,500",000840 112 COUNTY RD,CARBONDALE,TWO STORY,1967,4,3,2832,Section: 23 Township: 7 Range: 88 A TR IN NENE.
R580469,246303211036,851654,7/15/2014,"$657,500",000403 SETTLEMENT LN,CARBONDALE,TWO STORY,2001,4,3.25,2832,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH IV Block: A Lot: 36
R340267,239334201011,874326,2/26/2016,"$480,000",000522 MESA VERDE AVE,CARBONDALE,TRI LEVEL,1979,5,3,2855,Section: 34 Township: 7 Range: 88 Subdivision: COLORADO MEADOWS ADD Block: 3 Lot: 11
R580140,239334366004,857328,12/18/2014,"$630,500",000640 LINCOLN AVE,CARBONDALE,TWO STORY,1999,3,1.5,2879,Section: 34 Township: 7 Range: 88 - Subdivision: LINCOLN AVE EAST PUD Lot: D
R112005,239336217003,863676,6/2/2015,"$567,500",000319 SURREY ST,CARBONDALE,ONE STORY WITH BASEMENT,1996,5,3.5,2882,Section: 36 Township: 7 Range: 88 Subdivision: ELDER AMENDED Lot: 3
R341179,239333407019,878738,6/22/2016,"$655,000",001351 ROCK CT,CARBONDALE,ONE STORY WITH BASEMENT,1988,4,2.7,2912,Section: 33 Township: 7 Range: 88 Subdivision: CRYSTAL VILLAGE PUD FL 4 RESUB Block: 1 Lot: 3
R111863,239305305004,866336,7/24/2015,"$659,600",0511 PINION PT,CARBONDALE,ONE STORY WITH BASEMENT,1994,4,3.5,2915.3,Section: 5 Township: 7 Range: 88 Subdivision: LOS AMIGOS RANCH SUB-DIV#2FLG2 Block: 0 Lot: 14
R008058,239133204024,877186,5/13/2016,"$690,000",000190 BLUESTEM CT,CARBONDALE,TWO STORY,2005,3,2.5,2932,Section: 33 Township: 7 Range: 87 Subdivision: CERISE RANCH SUB-DIV. Lot: 24 PHASE 2
R007141,239132102005,859125,2/9/2015,"$745,000",000127 LARKSPUR DR,CARBONDALE,TWO STORY,2003,4,3.5,2935,Section: 32 Township: 7 Range: 87 Subdivision: CERISE RANCH SUB-DIV. Lot: 5 PHASE 1
R011513,239129100077,875891,4/6/2016,"$680,000",000176 NIGHTHAWK WOOD,CARBONDALE,ONE STORY WITH BASEMENT,2004,4,2.75,2944,Section: 29 Township: 7 Range: 87 W1/2SENE
R111528,239313401004,861027,4/1/2015,"$900,000",000004 REDWING LN,CARBONDALE,ONE STORY,1999,3,3.25,2945,Section: 13 Township: 7 Range: 88 Subdivision: HAWK RIDGE SUBDIVISION Lot: 4
R050021,239310400208,852032,7/31/2014,"$637,500",003023 112 COUNTY RD,CARBONDALE,TWO STORY,1971,4,2.75,2962,Section: 10 Township: 7 Range: 88 TR IN LOTS 10&15 CONT. 3.07AC ALSO TR CONT. 1.03 COMM AT SW COR OF LOT 10 SEC 10
R580308,246303203010,853475,9/10/2014,"$757,500",002349 GRACELAND DR,CARBONDALE,TWO STORY,2007,3,3.25,2964,Section: 3 Township: 8 Range: 88 Subdivision: HENDRICK RANCH PUD PH.II Lot: 23
R580303,246303203005,875379,3/30/2016,"$779,000",001746 GRACELAND DR,CARBONDALE,TWO STORY,1999,4,3.5,2996,Section: 3 Township: 8 Range: 88 Subdivision: HENDRICK RANCH PUD PH.II Lot: 18
R450019,246303405012,862583,5/6/2015,"$843,100",000077 CRYSTAL CANYON DR,CARBONDALE,TRI LEVEL,2000,4,3.5,3000,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH Block: K Lot: 12
R005431,239324405004,870766,11/17/2015,"$1,160,000",5354 100 COUNTY RD,CARBONDALE,ONE STORY,2005,2,2.5,3025,Section: 24 Township: 7 Range: 88 Subdivision: WEST RIMLEDGE SUBDIVISION Lot: 4
R009928,239319212009,852399,8/8/2014,"$925,000",001146 BALD EAGLE WAY,CARBONDALE,TWO STORY,2005,3,3.5,3032,Section: 19 Township: 7 Range: 88 Subdivision: ASPEN GLEN FLG #4 Lot: SD-9 SUN DANCE.
R111851,239325204014,878767,6/21/2016,"$725,000",000550 WOODEN DEER RD,CARBONDALE,ONE STORY WITH BASEMENT,1994,4,2.5,3067,Section: 25 Township: 7 Range: 88 Subdivision: WOODEN DEER SUB Block: 0 Lot: 14
R590075,239333421009,872553,1/15/2016,"$724,100",001289 WALD DR,CARBONDALE,ONE WITH HALF STORY,1994,4,3.5,3134,Section: 33 Township: 7 Range: 88 Subdivision: CRYSTAL ACRES P.U.D. SUBD Lot: 9
R580307,246303203009,870391,11/10/2015,"$810,000",002377 HOLLAND DR,CARBONDALE,ONE WITH HALF STORY,1997,4,3,3145,Section: 3 Township: 8 Range: 88 Subdivision: HENDRICK RANCH PUD PH.II Lot: 22
R590181,246303109022,861538,3/19/2015,"$650,000",000038 FERGUSON DR,CARBONDALE,TWO STORY,1998,5,4.5,3158,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH Block: F Lot: 22
R006288,239131217026,873900,2/22/2016,"$609,000",000037 CORRAL DR,CARBONDALE,TWO STORY,2001,3,2.5,3179.5,Section: 31 Township: 7 Range: 87 Subdivision: ASPEN EQUESTRIAN ESTATES SUB-DIV Lot: C15
R450084,246303214037,868666,9/30/2015,"$886,500",001100 HERITAGE DR,CARBONDALE,TWO STORY,2000,4,3.5,3193,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH IV Block: M Lot: 37
R820117,239319103006,851768,7/24/2014,"$1,200,000",108 MIDLAND LOOP RD,CARBONDALE,TWO STORY,2003,3,3.5,3214,Section: 19 Township: 7 Range: 88 Subdivision: ASPEN GLEN FILING 3 Lot: WP6
R120061,239305107035,878430,6/14/2016,"$812,000",000165 CRESCENT LN,CARBONDALE,ONE STORY,2001,3,3.5,3221.5,Section: 5 Township: 7 Range: 88 Subdivision: LOS AMIGOS RANCH FL 5 PH II Lot: 54
R580394,246303209005,874339,2/26/2016,"$692,000",000229 HOLLAND THOMPSON DR,CARBONDALE,TWO STORY,1999,4,4.25,3262,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH III Block: F Lot: 5
R580400,246303109011,878721,6/22/2016,"$675,000",000205 HOLLAND THOMPSON DR,CARBONDALE,TWO STORY,1998,4,4.5,3268,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH III Block: F Lot: 11
R840013,239133201013,866452,7/31/2015,"$860,000",000023 DAKOTA CT,CARBONDALE,TWO STORY,1999,3,3.25,3273,Section: 33 Township: 7 Range: 87 Subdivision: DAKOTA SUB Block: 2 Lot: 13
R050280,218728300123,875409,3/31/2016,"$645,000",006000 115 COUNTY RD,CARBONDALE,ONE STORY,1973,3,2.5,3277,Section: 28 Township: 6 Range: 88 A PCL IN LOT 15 AND THE SE4 OF SEC. 28 AKA LOT 1 SIMMONS (ARNOVE) EXEMPTION.
R009496,246310205011,873380,2/5/2016,"$1,100,000",000303 CRYSTAL CANYON DR,CARBONDALE,TWO STORY,2014,4,3.5,3280,Section: 10 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH 7 Block: AA Lot: 11
R580412,246303209047,861253,4/2/2015,"$745,000",000333 LAMPRECHT DR,CARBONDALE,TWO STORY,2000,5,4.5,3280,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH III Block: F Lot: 47
R580465,246303211032,863902,6/10/2015,"$769,000",000412 SETTLEMENT LN,CARBONDALE,TWO STORY WITH BASEMENT,1999,4,4,3292,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH IV Block: A Lot: 32
R580465,246303211032,878778,6/24/2016,"$845,000",000412 SETTLEMENT LN,CARBONDALE,TWO STORY WITH BASEMENT,1999,4,4,3292,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH IV Block: A Lot: 32
R044423,239308205038,853106,8/29/2014,"$545,000",0156 CLIFF ROSE WAY,CARBONDALE,MODULAR WITH ADDITION,2010,4,2.5,3294,"Section: 7 Township: 7 Range: 88 Subdivision: PINYON MESA PUD, FLG 1 Lot: 38"
R006287,239131217025,870667,11/20/2015,"$681,500",000057 CORRAL DR,CARBONDALE,TWO STORY,2001,3,3.5,3318,Section: 31 Township: 7 Range: 87 Subdivision: ASPEN EQUESTRIAN ESTATES SUB-DIV Lot: C14
R006287,239131217025,876731,5/2/2016,"$742,000",000057 CORRAL DR,CARBONDALE,TWO STORY,2001,3,3.5,3318,Section: 31 Township: 7 Range: 87 Subdivision: ASPEN EQUESTRIAN ESTATES SUB-DIV Lot: C14
R580466,246303211033,878619,6/17/2016,"$769,000",000408 SETTLEMENT LN,CARBONDALE,TWO STORY,1999,3,3.5,3334,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH IV Block: A Lot: 33
R580478,246303211045,860717,3/20/2015,"$706,500",000449 SETTLEMENT LN,CARBONDALE,TWO STORY,2000,4,4.25,3336,"Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH IV Block: A Lot: 45 ALSO A TR OF LAND CONT 1,322 SQFT AS DESC IN RIVER VALLEY RANCH PH IV, BLA PLAT REC NO 591663 OF LOT 45 AND M.C.A. BLOCK A."
R011095,239117101010,856113,11/10/2014,"$700,000",001233 PANORAMA DR,CARBONDALE,ONE STORY WITH BASEMENT,1982,3,3,3368,Section: 17 Township: 7 Range: 87 Subdivision: PANORAMA RANCHES HOMESTEAD 10
R450081,246303214034,861171,4/6/2015,"$1,150,000",001118 HERITAGE DR,CARBONDALE,TWO STORY,2005,5,4.25,3368,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH IV Block: M Lot: 34
R111841,239324304004,867796,8/28/2015,"$1,100,000",000855 WOODEN DEER RD,CARBONDALE,ONE STORY,1998,3,2.7,3408,Section: 24 Township: 7 Range: 88 Subdivision: WOODEN DEER SUB Block: 0 Lot: 4
R042881,218731409090,874251,2/25/2016,"$847,000",000108 GOSSAMER RD,CARBONDALE,ONE STORY WITH BASEMENT,2015,4,3.5,3414,"Section: 31 Township: 6 Range: 88 SE 1/4 Subdivision: ELK SPRINGS, LOS AMIGOS FLG 7 Lot: 90"
R005495,246303222022,874132,2/24/2016,"$800,000",001189 HERITAGE DR,CARBONDALE,TWO STORY,2000,4,4.5,3416,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PHASE 5A Block: HH Lot: 22
R580473,246303211040,868141,9/17/2015,"$725,000",000429 SETTLEMENT LN,CARBONDALE,TWO STORY,2005,3,4.25,3423,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH IV Block: A Lot: 40
R111950,239305306007,869883,10/28/2015,"$749,900",000209 CEDAR COVE,CARBONDALE,ONE STORY WITH BASEMENT,1997,4,3,3444,Section: 5 Township: 7 Range: 88 Subdivision: LOS AMIGOS RANCH #2 FLG 3 & 4 Lot: 25
R580300,246303203002,879046,6/27/2016,"$765,000",001290 GRACELAND DR,CARBONDALE,ONE STORY WITH BASEMENT,1998,5,4,3448,Section: 3 Township: 8 Range: 88 Subdivision: HENDRICK RANCH PUD PH.II Lot: 15
R009495,246310205010,867857,9/9/2015,"$1,200,000",000293 CRYSTAL CANYON DR,CARBONDALE,TWO STORY,2014,4,3.5,3491,Section: 10 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH 7 Block: AA Lot: 10
R450085,246303312038,871886,12/28/2015,"$802,500",001096 HERITAGE DR,CARBONDALE,TWO STORY,1999,4,3.5,3515,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH IV Block: M Lot: 38
R011415,239325100148,861479,4/10/2015,"$1,200,000",005347 100 COUNTY RD,CARBONDALE,TWO STORY,1994,3,2.7,3525,Section: 25 Township: 7 Range: 88 S1/2NENE EXCEPT A TR CONT. 2.72 AC.
R580430,246303209065,866976,8/17/2015,"$735,000",000244 HOLLAND THOMPSON DR,CARBONDALE,TWO STORY,1999,5,4.5,3580,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH III Block: F Lot: 65
R009545,246310202010,865162,7/6/2015,"$1,040,000",000730 PERRY RIDGE,CARBONDALE,TWO STORY,2008,4,4,3584,Section: 10 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH 8 Block: FF Lot: 10
R042840,239305209049,853473,9/9/2014,"$960,000",49 LITTLE WOOD LN,CARBONDALE,TWO STORY,2007,5,3.5,3630,"Section: 5 Township: 7 Range: 88 NW 1/4 Subdivision: ELK SPRINGS, LOS AMIGOS FLG 7 Lot: 49"
R111825,239118300182,856527,11/24/2014,"$850,000",007202 100 COUNTY RD,CARBONDALE,STRAW BALE,2006,4,4.5,3640,Section: 18 Township: 7 Range: 87 TR IN LOTS 4 & 7
R340967,239334401005,879240,6/29/2016,"$650,000",000066 N 2ND ST,CARBONDALE,TWO STORY,1888,4,3,3644,"Section: 34 Township: 7 Range: 88 Subdivision: ORIGINAL TWNSTE CARBONDALE Block: 1 Lot: 10 THRU:- Lot: 12, Subdivision: ORIGINAL TWNSTE CARBONDALE Lot: 0 AND:- Lot: 0 AND:- Lot: 0 AND:- Lot: 0 AND:- Lot: 0 S 50' OF LOTS 10-12 ALSO THE 15' OF THE ALLEY LYING IN BLK 1 ALSO A TR IN LOTS 13-15 ALSO A STRIP 17'X130' BEING A PORTION OF 2ND ST. R.O.W. LEASED FROM TOWN OF CARBONDALE"
R112063,239335100057,869383,10/13/2015,"$2,750,000",000855 ROSE LN,CARBONDALE,TWO STORY,2002,3,2.5,3648,Section: 35 Township: 7 Range: 88 A TR IN LOTS 6 & 8. AKA LOT 1 DAY EXEMPTION.
R580485,246303211065,851658,7/21/2014,"$764,500",000610 NORTH BRIDGE DR,CARBONDALE,TWO STORY WITH BASEMENT,2013,5,3.5,3682,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH IV Block: A Lot: 61
R007213,239305108025,878151,6/7/2016,"$860,000",073 WOOD NYMPH LN,CARBONDALE,ONE STORY WITH BASEMENT,2005,5,3.25,3705,"Section: 5 Township: 7 Range: 88 Subdivision: ELK SPRINGS, LOS AMIGOS FLG 6 Lot: 25"
R580370,246303211018,874284,2/29/2016,"$870,000",000476 SETTLEMENT LN,CARBONDALE,TWO STORY,2000,4,4.5,3720,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PH III Block: A Lot: 18
R008783,239129305008,873313,2/5/2016,"$1,285,000",000403 SKIPPER DR,CARBONDALE,TWO STORY,2006,3,3.5,3810,Section: 29 Township: 7 Range: 87 Subdivision: STIRLING RANCH PUD Lot: 8
R011001,239314300071,853289,9/4/2014,"$905,000",002079 112 COUNTY RD,CARBONDALE,ONE STORY WITH BASEMENT,1976,4,3.5,3820,Section: 14 Township: 7 Range: 88 A TR IN LOTS 2 & 3.
R009750,239131420024,859321,2/17/2015,"$1,260,000",000236 BRISTLECONE DR,CARBONDALE,TWO STORY,2006,4,4.5,3824,Section: 31 Township: 7 Range: 87 Subdivision: BLUE CREEK RANCH Lot: 24
R820018,239319401016,867622,8/27/2015,"$900,000",000255 GREEN DRAKE,CARBONDALE,TWO STORY,1997,3,4.5,3856,Section: 19 Township: 7 Range: 88 Subdivision: ROARING FORK MESA @ ASPEN GLEN Lot: 16
R590260,246303304004,864104,6/12/2015,"$1,138,000",000018 CRYSTAL CANYON DR,CARBONDALE,TWO STORY,2000,4,3.5,3878,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH Block: J Lot: 4
R041300,246303306009,851486,7/14/2014,"$1,550,000",000036 SOUTH BRIDGE CT,CARBONDALE,TWO STORY,2006,4,3.5,3887,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH Block: L Lot: 5 FILING 1
R041300,246303306009,872520,1/13/2016,"$1,850,000",000036 SOUTH BRIDGE CT,CARBONDALE,TWO STORY,2006,4,3.5,3887,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH Block: L Lot: 5 FILING 1
R043949,239120300276,853541,9/12/2014,"$2,800,000",102 COUNTY RD,CARBONDALE,ONE STORY,2008,2,2.5,3906,Section: 20 Township: 7 Range: 87 A TR IN THE W1/2SE1/4 AND THE E1/2SW1/4. ALSO KNOW AS PARCEL B CUSEO SUB-EXMT
R111891,239117200192,867526,8/31/2015,"$1,550,000",000646 170 COUNTY RD,CARBONDALE,TWO STORY,2005,4,3.5,3910,Section: 17 Township: 7 Range: 87 A TR IN THE NW 1/4 OF SEC. 17. AKA TRACT C HENKE/SUTTON SUB-DIV. EXEMPTION.
R830138,239320301049,862940,5/15/2015,"$880,000",000123 KINGFISHER LN,CARBONDALE,ONE STORY WITH BASEMENT,1999,3,3.5,3917,Section: 20 Township: 7 Range: 88 Subdivision: ASPEN GLEN FLG 1 Lot: E-49
R011553,239317100091,854358,10/1/2014,"$799,000",001164 113 COUNTY RD,CARBONDALE,TWO STORY,1974,3,2.7,3954,Section: 17 Township: 7 Range: 88 TR IN SWNE
R005480,246303222007,857630,12/18/2014,"$907,500",001188 HERITAGE DR,CARBONDALE,TWO STORY,2001,4,4.5,4047,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PHASE 5A Block: HH Lot: 7
R111854,239325204017,857376,12/19/2014,"$725,000",,CARBONDALE,TWO STORY,1996,4,2.5,4133.8,Section: 25 Township: 7 Range: 88 Subdivision: WOODEN DEER SUB Block: 0 Lot: 17
R005885,239329416030,865485,7/15/2015,"$800,000",000479 MIDLAND POINT RD,CARBONDALE,ONE STORY WITH BASEMENT,2004,3,2.5,4146,Section: 29 Township: 7 Range: 88 Subdivision: MIDLAND POINT SUB. Lot: M-30
R830010,239329101010,868076,9/8/2015,"$1,300,000",000303 RIVERS BEND,CARBONDALE,ONE STORY WITH BASEMENT,2001,3,3.5,4190,Section: 29 Township: 7 Range: 88 Subdivision: ASPEN GLEN FLG 1 Lot: A-10
R580052,239334225003,878905,6/27/2016,"$745,000",000701 LATIGO LOOP,CARBONDALE,ONE STORY WITH BASEMENT,1991,4,3,4192,Section: 34 Township: 7 Range: 88 Subdivision: GIANINETTI SUBDIVISION Lot: 3
R110244,239325100149,877979,6/3/2016,"$1,164,100",005344 100 COUNTY RD,CARBONDALE,TWO STORY WITH BASEMENT,1994,3,3,4239.9,Section: 25 Township: 7 Range: 88 TR IN THE SENE
R007146,239132102051,869054,10/7/2015,"$623,000",313 CERISE RANCH RD,CARBONDALE,ONE STORY WITH BASEMENT,2007,6,4.5,4266,Section: 32 Township: 7 Range: 87 Subdivision: CERISE RANCH SUB-DIV. Lot: 51 PHASE 1
R111757,239105300171,876782,5/4/2016,"$699,000",000102 121 COUNTY RD,CARBONDALE,LOG HOME,1991,4,2.5,4270,Section: 5 Township: 7 Range: 87 A TR. IN LOT 9 & 10 LYING ELY OF CO. RD. 121.
R005901,246304127003,855509,10/28/2014,"$1,050,000",003940 CRYSTAL BRIDGE DR,CARBONDALE,TWO STORY,2006,4,3.5,4431,Section: 4 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PHASE 5B Block: U Lot: 3
R005466,239513406032,856656,11/25/2014,"$950,000",16 SPRING LOOP,CARBONDALE,TWO STORY WITH BASEMENT,2009,3,4.5,4432,Section: 13 Township: 7 Range: 89 Subdivision: ASPEN GLEN FLG #7 Lot: H32
R590265,246303305002,852671,8/15/2014,"$1,210,000",005125 CRYSTAL BRIDGE DR,CARBONDALE,TWO STORY,2003,5,4.5,4450.39,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH Block: K Lot: 2
R450008,246303307007,860416,3/16/2015,"$822,500",000105 SHADOWOOD LN,CARBONDALE,TWO STORY,2003,6,4.5,4503.7,Section: 3 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH Block: S Lot: 7
R820166,239513405008,868119,9/15/2015,"$1,350,000",000093 SADDLEBACK RD,CARBONDALE,TWO STORY WITH BASEMENT,2007,4,4.5,4663,Section: 13 Township: 7 Range: 89 Subdivision: ASPEN GLEN FILING 6 Lot: H5
R005930,246304125013,875431,3/24/2016,"$1,040,000",003904 CRYSTAL BRIDGE DR,CARBONDALE,TWO STORY,2008,4,3.5,4683,Section: 4 Township: 8 Range: 88 Subdivision: RIVER VALLEY RANCH PHASE 5B Block: D Lot: 13
R005890,239329416035,853188,9/2/2014,"$795,000",000279 MIDLAND POINT RD,CARBONDALE,TWO STORY,2001,4,4,4714,Section: 29 Township: 7 Range: 88 Subdivision: MIDLAND POINT SUB. Lot: M-35
R043007,239132102069,875589,4/6/2016,"$1,260,000",19 LARKSPUR DR,CARBONDALE,TWO STORY,2007,5,4.5,4792,Section: 32 Township: 7 Range: 87 Subdivision: CERISE RANCH SUB-DIV. Lot: 1 AMENDED LOT 1 PHASE 1
