Account,Parcel Number,Reception,Sale Date,Sale Price,Situs Address,Location,Classification,Architectural Style,Actual Year Built,Bedrooms,Baths,Heated Area,Legal
R380837,212330310003,870060,10/1/2015,"$156,500",000686 ALDER RIDGE LN,NEW CASTLE,Townhome,TWO STORY,1997,3,2.5,1642,Section: 30 Township: 5 Range: 90 Subdivision: ALDER RIDGE TOWNHOMES Block: 1 Lot: 3
R083513,212332417091,865325,7/10/2015,"$275,000",128 CASTLE RIDGE DR,NEW CASTLE,Townhome,ONE STORY W/ BSMT,2014,3,2.5,1654,Section: 32 Township: 5 Range: 90 DESC: AMENDED Subdivision: CASTLE RIDGE PUD Lot: 7A
R083514,212332417092,858471,1/20/2015,"$275,000",136 CASTLE RIDGE DR,NEW CASTLE,Townhome,ONE STORY W/ BSMT,2014,3,2.5,1654,Section: 32 Township: 5 Range: 90 DESC: AMENDED Subdivision: CASTLE RIDGE PUD Lot: 7B
R083601,212332417093,868975,10/2/2015,"$269,500",114 CASTLE RIDGE DR,NEW CASTLE,Townhome,ONE STORY W/ BSMT,2014,3,2.5,1654,Section: 32 Township: 5 Range: 90 Subdivision: CASTLE RIDGE PUD Lot: 6A AMENDED PLAT # 867293
R083602,212332417094,871179,12/4/2015,"$269,500",122 CASTLE RIDGE DR,NEW CASTLE,Townhome,ONE STORY W/ BSMT,2014,3,2.5,1654,Section: 32 Township: 5 Range: 90 Subdivision: CASTLE RIDGE PUD Lot: 6B AMENDED PLAT # 867293
R083605,212332417095,870346,11/6/2015,"$269,500",142 CASTLE RIDGE DR,NEW CASTLE,Townhome,ONE STORY W/ BSMT,2015,3,2.5,1654,Section: 32 Township: 5 Range: 90 Subdivision: CASTLE RIDGE PUD Lot: 8A CASTLE RIDGE PUD AMENDED REC. # 869783
R083664,212332417097,870997,12/1/2015,"$269,500",156 CASTLE RIDGE DR,NEW CASTLE,Townhome,ONE STORY W/ BSMT,2015,3,2.5,1654,Section: 32 Township: 5 Range: 90 Subdivision: CASTLE RIDGE PUD Lot: 9A AMENDED
R083665,212332417098,872687,1/20/2016,"$269,500",164 CASTLE RIDGE DR,NEW CASTLE,Townhome,ONE STORY W/ BSMT,2015,3,2.5,1654,Section: 32 Township: 5 Range: 90 Subdivision: CASTLE RIDGE PUD Lot: 9B AMENDED
R083672,212330313002,876348,4/22/2016,"$252,000",632 ALDER RIDGE LN,NEW CASTLE,Townhome,TWO STORY,2009,3,2.5,1850,Section: 30 Township: 5 Range: 90 Subdivision: ALDER RIDGE TOWNHOMES Block: 4 Lot: 1 AMENDED PLAT 871715
R083673,212330313003,877898,5/31/2016,"$253,000",636 ALDER RIDGE LN,NEW CASTLE,Townhome,TWO STORY,2009,3,2.5,1850,Section: 30 Township: 5 Range: 90 Subdivision: ALDER RIDGE TOWNHOMES Block: 4 Lot: 2 AMENDED PLAT 871715
R083675,212330313005,877901,6/1/2016,"$253,000",644 ALDER RIDGE LN,NEW CASTLE,Townhome,TWO STORY,2009,3,2.5,1850,Section: 30 Township: 5 Range: 90 Subdivision: ALDER RIDGE TOWNHOMES Block: 4 Lot: 4 AMENDED PLAT 871715
R083676,212330313006,872861,1/20/2016,"$240,000",648 ALDER RIDGE LN,NEW CASTLE,Townhome,TWO STORY,2009,3,2.5,1850,Section: 30 Township: 5 Range: 90 DESC: AMENDED PLAT 871715 Subdivision: ALDER RIDGE TOWNHOMES Block: 4 Lot: 5
R007758,212330323001,878689,6/20/2016,"$309,500",000778 PINE CT,NEW CASTLE,Townhome,TWO STORY,2001,4,3,1922,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE PINE SUB-DIV Block: 4 Lot: 1 FLG 3.
R005268,212330321001,856132,11/14/2014,"$299,000",000701 PINE CT,NEW CASTLE,Townhome,TWO STORY,1999,4,3,1922,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE PINE TOWNHOMES Block: 1 Lot: 1
R007760,212330323003,854098,9/22/2014,"$305,000",000798 PINE CT,NEW CASTLE,Townhome,TWO STORY,2001,3,2.75,1932,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE PINE SUB-DIV Block: 4 Lot: 3 FLG 3
R082720,212332212031,861382,4/8/2015,"$286,500",695 CHEYENNE AVE,NEW CASTLE,Townhome,TWO STORY,2008,3,2.5,1942,"Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH Block: E Lot: 4a FLG.#1 (CHEYENNE) AMENDED LOT 4, BLOCK E, REC # 794351"
R082514,212329404070,876878,5/4/2016,"$380,000",70 WHITETAIL DR,NEW CASTLE,Townhome,TWO STORY,2007,3,2.5,2015,Section: 29 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH FLG 5 Lot: 50A AMD FINAL PLAT OF LOT 50 A RESUB OF LOT 50
R082516,212329404068,860909,3/27/2015,"$325,000",56 WHITETAIL  DR,NEW CASTLE,Townhome,TWO STORY,2007,3,2.5,2085,Section: 29 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH FLG 5 Lot: 49A AMENDED FINAL PLAT OF LOT 49 - A RESUB OF LOT 49
R043541,212332212022,874926,3/16/2016,"$367,000",000264 SPIRIT WAY,NEW CASTLE,Townhome,TWO STORY,2006,3,2.5,2194,Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH AMD FLG 1 Block: E Lot: 10B AMENDED FINAL PLAT LOT 10 BLK E
R043541,212332212022,865345,7/10/2015,"$350,000",000264 SPIRIT WAY,NEW CASTLE,Townhome,TWO STORY,2006,3,2.5,2194,Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH AMD FLG 1 Block: E Lot: 10B AMENDED FINAL PLAT LOT 10 BLK E
R043908,212332212028,878549,6/17/2016,"$380,000",000261 SPIRIT  WAY,NEW CASTLE,Townhome,TWO STORY,2007,3,3.5,2215,"Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH AMD FLG 1 Block: E Lot: 12B AMENDED LOT 12, BLK E OF THE FIRST AMENDED AND RESATED FINAL SUBDIVISION PLAT"
R042303,212332212018,867425,8/28/2015,"$380,000",000487 BROKEN ARROW DR,NEW CASTLE,Townhome,ONE WITH HALF STORY,2005,3,2.5,2470,Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH Block: E Lot: 8B FLG.#1 AMENDED FINAL PLAT
R045151,218101228002,858630,1/16/2015,"$2,500",,NEW CASTLE,Garage Only,,,,,,DESC: A RESUB OF A PORTION OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG 17 & GARAGE BLDG #1 Unit: 1B
R045153,218101228004,857083,12/11/2014,"$5,000",,NEW CASTLE,Garage Only,,,,,,DESC: A RESUB OF A PORTION OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG 17 & GARAGE BLDG #1 Unit: 1D
R045154,218101228005,867928,8/31/2015,"$6,000",,NEW CASTLE,Garage Only,,,,,,DESC: A RESUB OF A PORTION OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG 17 & GARAGE BLDG #1 Unit: 1E
R045156,218101228007,857084,12/11/2014,"$5,000",,NEW CASTLE,Garage Only,,,,,,DESC: A RESUB OF A PORTION OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG 17 & GARAGE BLDG #1 Unit: 1G
R045157,218101228008,877470,5/20/2016,"$216,000",,NEW CASTLE,Garage Only,,,,,,DESC: A RESUB OF A PORTION OF LOT 2A RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS-BLDG 17 & GARAGE BLDG #1 Unit: 1H
R045178,218101229004,857085,12/11/2014,"$5,000",#2D,NEW CASTLE,Garage Only,,,,,,DESC: A RESUB OF A PORTION OF LOT 2B RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS - GARAGE BLDG #2 Unit: 2D
R045180,218101229006,857086,12/11/2014,"$5,000",#2F,NEW CASTLE,Garage Only,,,,,,DESC: A RESUB OF A PORTION OF LOT 2B RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS - GARAGE BLDG #2 Unit: 2F
R045184,218101229010,857087,12/11/2014,"$5,000",#2K,NEW CASTLE,Garage Only,,,,,,DESC: A RESUB OF A PORTION OF LOT 2B RIVER PARK PUD Subdivision: RIVERPARK CONDOMINIUMS - GARAGE BLDG #2 Unit: 2K
R370243,240912432006,854973,10/17/2014,"$65,500",345 WILD ROSE LN,PARACHUTE,Townhome,TWO STORY,1981,2,1.5,1093,Section: 12 Township: 7 Range: 96 Subdivision: TELLS MEADOW Block: 7 Lot: 6 (AMENDED)
R044134,240718116004,879254,6/30/2016,"$110,000",000077 BRYAN LOOP,PARACHUTE,Townhome,ONE STORY,2006,3,2,1164,Section: 18 Township: 7 Range: 95 Subdivision: VALLEY VIEW VILLAGE TOWNHOMES BLDG C Lot: UNIT D RESUB OF LOT 24
R044138,240718115004,874429,3/3/2016,"$106,000",000047 BRYAN LOOP,PARACHUTE,Townhome,ONE STORY,2006,3,2,1164,Section: 18 Township: 7 Range: 95 Subdivision: VALLEY VIEW VILLAGE TOWNHOMES BLDG B Lot: UNIT D RESUB OF LOT 24
R370221,240912430029,869844,10/26/2015,"$67,000",000540 YARROW CIR,PARACHUTE,Townhome,ONE STORY W/ BSMT,1981,2,1.5,1196,Section: 12 Township: 7 Range: 96 Subdivision: TELLS MEADOW Block: 5 Lot: 29 (AMENDED)
R043085,240718111001,865180,7/6/2015,"$140,000",000144 ANGELICA CIR,PARACHUTE,Townhome,ONE STORY,2006,3,2,1314,Section: 18 Township: 7 Range: 95 Subdivision: VALLEY VIEW VILLAGE TOWNHOMES BLDG G Unit: A
R043085,240718111001,860776,3/25/2015,"$89,270",000144 ANGELICA CIR,PARACHUTE,Townhome,ONE STORY,2006,3,2,1314,Section: 18 Township: 7 Range: 95 Subdivision: VALLEY VIEW VILLAGE TOWNHOMES BLDG G Unit: A
R800002,240717101033,870938,12/1/2015,"$110,000",000016 W RIDGE CT,PARACHUTE,Townhome,ONE STORY,1992,2,1.75,1366,"Section: 17 Township: 7 Range: 95 Subdivision: MESA RIDGE 1ST AM L16-19,25-27 Lot: 16"
R042251,240913140002,870244,10/23/2015,"$122,000",000160 POPPEL ST,PARACHUTE,Townhome,ONE STORY,2006,3,2,1426,Section: 13 Township: 7 Range: 96 Subdivision: RIVERSIDE SUBDIVISION FLG 2 Block: 5 Lot: 2
R042251,240913140002,864852,7/1/2015,"$243,842",000160 POPPEL ST,PARACHUTE,Townhome,ONE STORY,2006,3,2,1426,Section: 13 Township: 7 Range: 96 Subdivision: RIVERSIDE SUBDIVISION FLG 2 Block: 5 Lot: 2
R042253,240913140004,863596,6/3/2015,"$147,000",000160 ANVIL LN,PARACHUTE,Townhome,ONE STORY,2006,3,2,1498,Section: 13 Township: 7 Range: 96 Subdivision: RIVERSIDE SUBDIVISION FLG 2 Block: 5 Lot: 4
R044551,240718119002,855575,10/31/2014,"$89,900",000046 CLIFF VIEW CT,PARACHUTE,Townhome,TWO STORY,2007,3,2.5,1508,"Section: 18 Township: 7 Range: 95 Subdivision: VALLEY VIEW VILLAGE TOWNHOMES BLDG B Lot: UNIT B A RESUB OF LOT 23, PHASE C & D"
R044552,240718119003,861581,4/10/2015,"$93,000",000048 CLIFF VIEW CT,PARACHUTE,Townhome,TWO STORY,2007,3,2.5,1508,"Section: 18 Township: 7 Range: 95 Subdivision: VALLEY VIEW VILLAGE TOWNHOMES BLDG B Lot: UNIT C A RESUB OF LOT 23, PHASE C & D"
R370226,240912431004,860959,3/31/2015,"$94,500",000340 WILD ROSE LN,PARACHUTE,Townhome,TWO STORY,2005,3,2.5,1514,Section: 12 Township: 7 Range: 96 Subdivision: TELLS MEADOW Block: 6 Lot: 4 (AMENDED)
R370226,240912431004,852010,7/30/2014,"$48,000",000340 WILD ROSE LN,PARACHUTE,Townhome,TWO STORY,2005,3,2.5,1514,Section: 12 Township: 7 Range: 96 Subdivision: TELLS MEADOW Block: 6 Lot: 4 (AMENDED)
R800102,240717103001,852124,7/31/2014,"$120,000",000124 S RIDGE CT,PARACHUTE,Townhome,ONE STORY,1998,2,1.75,1593,Section: 17 Township: 7 Range: 95 Subdivision: MESA RIDGE PHASE III Lot: 1
R800102,240717103001,865402,7/15/2015,"$149,000",000124 S RIDGE CT,PARACHUTE,Townhome,ONE STORY,1998,2,1.75,1593,Section: 17 Township: 7 Range: 95 Subdivision: MESA RIDGE PHASE III Lot: 1
R800022,240717102014,864896,7/1/2015,"$140,000",000027 N RIDGE CT,PARACHUTE,Townhome,ONE STORY,1993,2,1.75,1726,Section: 17 Township: 7 Range: 95 Subdivision: MESA RIDGE PHASE II Lot: 14
R800106,240717103005,856790,12/2/2014,"$164,500",166 S RIDGE CT,PARACHUTE,Townhome,ONE STORY,1998,2,1.75,1731,Section: 17 Township: 7 Range: 95 Subdivision: MESA RIDGE PHASE III Lot: 5
R800109,240717103008,877180,5/12/2016,"$155,000",000196 S RIDGE CT,PARACHUTE,Townhome,ONE STORY,1997,2,1.75,1731.5,Section: 17 Township: 7 Range: 95 Subdivision: MESA RIDGE PHASE III Lot: 8
R490583,240717101006,867798,9/9/2015,"$133,500",000006 W RIDGE CT,PARACHUTE,Townhome,ONE STORY W/ BSMT,1989,3,2.25,2440,Section: 17 Township: 7 Range: 95 Subdivision: MESA RIDGE (PHASE 1) Lot: 6
R490600,240717101023,869158,10/9/2015,"$164,000",000023 W RIDGE CT,PARACHUTE,Townhome,ONE STORY W/ BSMT,1991,3,2.5,2444,Section: 17 Township: 7 Range: 95 Subdivision: MESA RIDGE (PHASE 1) Block: 1 Lot: 23
R800134,240717103033,878627,6/15/2016,"$200,000",000012 E RIDGE CT,PARACHUTE,Townhome,ONE STORY W/ BSMT,1994,3,2.5,2920,Section: 17 Township: 7 Range: 95 Subdivision: MESA RIDGE PHASE III Lot: 33
R800136,240717103035,870630,11/17/2015,"$187,500",000024 E RIDGE CT,PARACHUTE,Townhome,ONE STORY W/ BSMT,1995,3,2.5,2920,Section: 17 Township: 7 Range: 95 Subdivision: MESA RIDGE PHASE III Lot: 35
R800115,240717103014,873100,1/29/2016,"$195,500",000232 S RIDGE CT,PARACHUTE,Townhome,ONE STORY W/ BSMT,1997,3,2.25,2926,Section: 17 Township: 7 Range: 95 Subdivision: MESA RIDGE PHASE III Lot: 14
R361605,217704404006,865335,7/10/2015,"$47,500",002623 ACACIA AVE,RIFLE,Condo,CONDO,1981,2,1,713,Section: 4 Township: 6 Range: 93 DESC: 2ND FLOOR - BLDG. 1 Subdivision: CREEKMEADOWS CONDOS Unit: 2 A
R361618,217704404019,858219,1/8/2015,"$43,000",002653 ACACIA AVE,RIFLE,Condo,CONDO,1981,2,1,713,Section: 4 Township: 6 Range: 93 DESC: 2ND FLOOR - BLDG. 2 Subdivision: CREEKMEADOWS CONDOS Unit: 2 B
R361621,217704404022,853521,9/10/2014,"$52,500",002649 ACACIA AVE,RIFLE,Condo,CONDO,1981,2,1,713,Section: 4 Township: 6 Range: 93 DESC: 3RD FLOOR - BLDG. 2 Subdivision: CREEKMEADOWS CONDOS Unit: 3 A
R361622,217704404023,853253,8/29/2014,"$43,000",002655 ACACIA AVE,RIFLE,Condo,CONDO,1981,2,1,713,Section: 4 Township: 6 Range: 93 DESC: 3RD. FLOOR - BLDG. 2 Subdivision: CREEKMEADOWS CONDOS Unit: 3 B
R361623,217704404024,858896,1/29/2015,"$39,000",002661 ACACIA AVE,RIFLE,Condo,CONDO,1981,2,1,713,Section: 4 Township: 6 Range: 93 DESC: 3RD. FLOOR - BLDG. 2 Subdivision: CREEKMEADOWS CONDOS Unit: 3 C
R361627,217704404028,876850,5/6/2016,"$57,500",002681 ACACIA AVE,RIFLE,Condo,CONDO,1981,2,1,713,Section: 4 Township: 6 Range: 93 DESC: 1ST FLOOR - BLDG. 3 Subdivision: CREEKMEADOWS CONDOS Unit: 1 C
R363417,217716109014,856671,12/1/2014,"$57,000",000328 UTE AVE,RIFLE,Townhome,ONE STORY W/ BSMT,1970,3,1.5,895,Section: 16 Township: 6 Range: 93 Subdivision: KENDALL HEIGHTS RESUB. A TR IN LOT 2 BLOCK 1 AKA PARCEL 2
R363418,217716109015,856672,12/1/2014,"$57,000",000318 UTE AVE,RIFLE,Townhome,ONE STORY W/ BSMT,1970,3,1.5,895,Section: 16 Township: 6 Range: 93 Subdivision: KENDALL HEIGHTS RESUB. A TR IN LOT 2 BLOCK 1 AKA PARCEL 3
R363419,217716109016,856670,12/1/2014,"$62,000",000306 UTE AVE,RIFLE,Townhome,ONE STORY W/ BSMT,1970,3,1.5,895,Section: 16 Township: 6 Range: 93 Subdivision: KENDALL HEIGHTS RESUB. A TR IN LOT 2 BLOCK 1 AKA PARCEL 4
R361644,217704320008,871011,11/30/2015,"$69,000",000759 W 24TH ST,RIFLE,Condo,CONDO,1981,2,1,1056,"Section: 4 Township: 6 Range: 93 DESC: BLDG. 1 Subdivision: PARKSIDE CONDOS Unit: H, Block: 1 Lot: 3"
R008518,217716232001,877084,5/9/2016,"$122,000",000379 W 5TH ST,RIFLE,Townhome,MANUFACTURED HUD,2001,3,2,1080,Section: 16 Township: 6 Range: 93 DESC: RESUB OF TRAILSIDE EAST SUB. Subdivision: TRAILSIDE EAST TOWNHOMES Unit: 1
R360762,217709437003,874620,3/9/2016,"$72,800",000779 CLARKSON AVE,RIFLE,Townhome,ONE STORY W/ BSMT,2003,2,1.75,1120,Section: 9 Township: 6 Range: 93 Subdivision: BARNETT P.U.D. Block: 1 Lot: 3
R360762,217709437003,879156,6/30/2016,"$112,000",000779 CLARKSON AVE,RIFLE,Townhome,ONE STORY W/ BSMT,2003,2,1.75,1120,Section: 9 Township: 6 Range: 93 Subdivision: BARNETT P.U.D. Block: 1 Lot: 3
R430062,217716415003,875673,4/6/2016,"$120,000",000885 TAUGHENBAUGH BLVD,RIFLE,Townhome,TWO STORY,1997,3,2,1125,Section: 16 Township: 6 Range: 93 Subdivision: PETERS-DEWEY TOWNHOMES Lot: 3
R363345,217704419006,872720,1/12/2016,"$85,000",000363 E 26TH ST,RIFLE,Townhome,ONE STORY,1982,2,2,1158,Section: 4 Township: 6 Range: 93 Subdivision: CREEKMEADOWS REPLAT NO. 2 Block: 2 Lot: 6
R363345,217704419006,864850,7/1/2015,"$96,800",000363 E 26TH ST,RIFLE,Townhome,ONE STORY,1982,2,2,1158,Section: 4 Township: 6 Range: 93 Subdivision: CREEKMEADOWS REPLAT NO. 2 Block: 2 Lot: 6
R363068,217704324006,862120,4/23/2015,"$114,000",000912 24TH ST,RIFLE,Townhome,TWO STORY,1982,2,1.5,1240,Section: 4 Township: 6 Range: 93 Subdivision: WOODRIDGE TOWNHOUSES Lot: 7-B FLG 1
R363072,217704324010,867311,8/20/2015,"$110,000",000920 24TH ST,RIFLE,Townhome,TWO STORY,1982,2,1.5,1240,Section: 4 Township: 6 Range: 93 Subdivision: WOODRIDGE TOWNHOUSES Lot: 7-F FLG 1
R005354,217704331004,863587,6/4/2015,"$102,000",001008 W 24TH ST,RIFLE,Townhome,TWO STORY,1999,2,1.5,1258,Section: 4 Township: 6 Range: 93 Subdivision: KNOLLRIDGE TOWNHOMES Lot: 4 BUILDING 1
R005363,217704331013,863449,5/29/2015,"$106,000",001026 W 24TH ST,RIFLE,Townhome,TWO STORY,1999,2,1.5,1258,Section: 4 Township: 6 Range: 93 Subdivision: KNOLLRIDGE TOWNHOMES Lot: 1 BUILDING 4
R363766,217704428001,878038,5/31/2016,"$145,000",000182 E 26TH ST,RIFLE,Townhome,TWO STORY,1997,3,1.5,1260,Section: 4 Township: 6 Range: 93 Subdivision: CREEKMEADOWS WEST TOWNHOMES Lot: 1A
R363770,217704428005,863760,6/5/2015,"$135,000",000190 E 26TH ST,RIFLE,Townhome,TWO STORY,1997,3,1.5,1260,Section: 4 Township: 6 Range: 93 Subdivision: CREEKMEADOWS WEST TOWNHOMES Lot: 3A
R361197,217704314010,865692,7/16/2015,"$95,500",002423 24TH PL,RIFLE,Townhome,TWO STORY,1980,2,1.5,1280,Section: 4 Township: 6 Range: 93 Subdivision: PARK SUB-DIV Lot: 10
R363399,217710316002,865159,6/29/2015,"$110,000",000757 ELDER CT,RIFLE,Condo,CONDO,1982,3,1.75,1296,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLANDS EAST CONDOMINIUMS Unit: 757
R363400,217710316003,865153,6/29/2015,"$98,000",000759 ELDER CT,RIFLE,Condo,CONDO,1982,3,1.75,1296,Section: 10 Township: 6 Range: 93 Subdivision: HIGHLANDS EAST CONDOMINIUMS Unit: 759
R007868,217704340002,872426,1/8/2016,"$143,000",002488 HOWARD AVE,RIFLE,Townhome,TWO STORY,2001,3,2,1330,"Section: 4 Township: 6 Range: 93 DESC: RESUB OF LOT 11, BLK 8 PALOMINO PARK FLG 4 Subdivision: VISTA TOWNHOMES Unit: 2"
R009189,217710207019,862189,4/30/2015,"$196,500",001498 FIR CT,RIFLE,Townhome,ONE STORY,2006,2,2,1330,Section: 10 Township: 6 Range: 93 Subdivision: HOMESTEAD HIGHLANDS TOWNHOMES Lot: 19 PH A OF HOMESTEAD AT RIFLE PUD
R044917,217704233006,857282,12/17/2014,"$121,500",003113 HOWARD AVE,RIFLE,Townhome,TWO STORY,2007,3,2.5,1357,"Section: 4 Township: 6 Range: 93 DESC: A RESUB OF LOTS 30, 31 & 32 AND PRIVATE OPENSPACE OF BLK 10 PALOMINO PARK FLG 4 Subdivision: BLUFFS TOWNHOMES Unit: 6"
R044917,217704233006,865038,6/25/2015,"$126,000",003113 HOWARD AVE,RIFLE,Townhome,TWO STORY,2007,3,2.5,1357,"Section: 4 Township: 6 Range: 93 DESC: A RESUB OF LOTS 30, 31 & 32 AND PRIVATE OPENSPACE OF BLK 10 PALOMINO PARK FLG 4 Subdivision: BLUFFS TOWNHOMES Unit: 6"
R044918,217704233007,874130,2/24/2016,"$140,000",003115 HOWARD AVE,RIFLE,Townhome,TWO STORY,2007,3,2.5,1357,"Section: 4 Township: 6 Range: 93 Subdivision: BLUFFS TOWNHOMES Lot: 7 A RESUB OF LOTS 30, 31 & 32 AND PRIVATE OPEN SPACE OF BLK 10, PALOMINO PARK FLG 4"
R044919,217704233008,874120,2/24/2016,"$140,000",003117 HOWARD AVE,RIFLE,Townhome,TWO STORY,2007,3,2.5,1357,"Section: 4 Township: 6 Range: 93 Subdivision: BLUFFS TOWNHOMES Lot: 8 A RESUB OF LOTS 30, 31 & 32 AND PRIVATE OPEN SPACE OF BLK 10, PALOMINO PARK FLG 4"
R044563,217704439006,865339,7/13/2015,"$145,000",000122 W 26TH ST,RIFLE,Townhome,TWO STORY,2007,3,2,1358,Section: 4 Township: 6 Range: 93 Subdivision: WILLOW RANCH SUB-DIV AMENDED FLG. 1 Lot: 3B A RESUB OF PARCEL A & B
R045270,217704139029,862468,5/8/2015,"$144,900",184 W 26TH ST,RIFLE,Townhome,TWO STORY,2008,3,3,1358,"Section: 4 Township: 6 Range: 93 Subdivision: WILLOW RANCH SUB-DIV, FLG #2 Lot: 9A A RESUB OF PARCEL A1 & B1"
R360764,217709437005,858892,1/8/2015,"$86,000",000769 CLARKSON AVE,RIFLE,Townhome,ONE STORY W/ BSMT,1981,3,2,1360,Section: 9 Township: 6 Range: 93 Subdivision: BARNETT P.U.D. Block: 1 Lot: 5
R360765,217709437006,858243,1/8/2015,"$86,000",000763 CLARKSON AVE,RIFLE,Townhome,ONE STORY W/ BSMT,1981,3,2,1360,Section: 9 Township: 6 Range: 93 Subdivision: BARNETT P.U.D. Block: I Lot: 6
R044238,217705403035,854483,10/2/2014,"$128,000",002473 PINE LN,RIFLE,Townhome,TWO STORY,2007,3,2.5,1368,"Section: 5 Township: 6 Range: 93 Subdivision: FAIRVIEW HEIGHTS MAJOR SUB-DIV, PH 2 Lot: UNT 35 THIRD AMENDED (RE-SUB OF FAIRVIEW HEIGHTS SUB DIV LOT 1, PH 2)"
R044293,217705403009,864853,7/1/2015,"$134,900",002476 PINE LN,RIFLE,Townhome,TWO STORY,2007,3,2.5,1368,"Section: 5 Township: 6 Range: 93 Subdivision: FAIRVIEW HEIGHTS MAJOR SUB-DIV, PH 2 Lot: UNIT 9 FOURTH AMENDED (FAIRVIEW HEIGHTS MAJOR SUB-DIV LOT 1 PH 2)"
R044293,217705403009,870734,11/12/2015,"$154,000",002476 PINE LN,RIFLE,Townhome,TWO STORY,2007,3,2.5,1368,"Section: 5 Township: 6 Range: 93 Subdivision: FAIRVIEW HEIGHTS MAJOR SUB-DIV, PH 2 Lot: UNIT 9 FOURTH AMENDED (FAIRVIEW HEIGHTS MAJOR SUB-DIV LOT 1 PH 2)"
R043831,217704349001,878505,6/17/2016,"$165,000",001133 W 24TH ST,RIFLE,Townhome,TWO STORY,2006,3,2.5,1368,"Section: 4 Township: 6 Range: 93 Subdivision: FAIRVIEW HEIGHTS MAJOR SUB-DIV, PH 2 Lot: UNIT 1 FIRST AMENDED(RE-SUB OF FAIRVIEW HEIGHTS SUB DIV LOT 1, PH 2)"
R043832,217704349002,876515,4/27/2016,"$169,000",001135 W 24TH ST,RIFLE,Townhome,TWO STORY,2006,3,2.5,1368,"Section: 4 Township: 6 Range: 93 Subdivision: FAIRVIEW HEIGHTS MAJOR SUB-DIV, PH 2 Lot: UNIT 2 FIRST AMENDED (RE-SUB OF FAIRVIEW HEIGHTS SUB DIV LOT 1, PH 2)"
R043837,217705403007,872852,1/19/2016,"$152,000",001145 W 24TH ST,RIFLE,Townhome,TWO STORY,2006,3,2.5,1368,"Section: 5 Township: 6 Range: 93 Subdivision: FAIRVIEW HEIGHTS MAJOR SUB-DIV, PH 2 Lot: UNIT 7 FIRST AMENDED (RE-SUB OF FAIRVIEW HEIGHTS SUB DIV LOT 1, PH 2)"
R044502,217705403021,877382,5/18/2016,"$165,000",002433 PINE LN,RIFLE,Townhome,TWO STORY,2007,3,2.5,1368,"Section: 5 Township: 6 Range: 93 Subdivision: FAIRVIEW HEIGHTS MAJOR SUB-DIV, PH 2 Lot: UNT 21 SEVENTH AMENDED (RE-SUB OF FAIRVIEW HEIGHTS SUB DIV LOT 1, PH 2)"
R044502,217705403021,851280,7/11/2014,"$137,000",002433 PINE LN,RIFLE,Townhome,TWO STORY,2007,3,2.5,1368,"Section: 5 Township: 6 Range: 93 Subdivision: FAIRVIEW HEIGHTS MAJOR SUB-DIV, PH 2 Lot: UNT 21 SEVENTH AMENDED (RE-SUB OF FAIRVIEW HEIGHTS SUB DIV LOT 1, PH 2)"
R044506,217705403025,874291,2/26/2016,"$155,000",002447 PINE LN,RIFLE,Townhome,TWO STORY,2007,3,2.5,1368,"Section: 5 Township: 6 Range: 93 Subdivision: FAIRVIEW HEIGHTS MAJOR SUB-DIV, LOT 1, PH 2, SEVENTH AMENDED, TOWNHOMES Lot: UNT 25 SEVENTH AMENDED (RE-SUB OF FAIRVIEW HEIGHTS SUB DIV LOT 1, PH 2)"
R045251,217704349015,859811,2/27/2015,"$142,000",002405 FAIRWAY AVE #15,RIFLE,Townhome,TWO STORY,2007,3,2.5,1368,"Section: 4 Township: 6 Range: 93 Subdivision: FAIRVIEW HEIGHTS MAJOR SUB-DIV, PH 2 Lot: UNT 15 EIGHTH AMENDED (RE-SUB OF FAIRVIEW HEIGHTS SUB DIV LOT 1, PH 2)"
R044562,217704439005,851664,7/17/2014,"$139,100",000120 W 26TH ST,RIFLE,Townhome,TWO STORY,2007,3,3,1379,Section: 4 Township: 6 Range: 93 Subdivision: WILLOW RANCH SUB-DIV AMENDED FLG. 1 Lot: 3A A RESUB OF PARCEL A & B
